94489280539,LOCAL,,UserRoleByTenantsModule,0,src/context/user-role-by-tenants/user-role-by-tenants.module.ts::program:UserRoleByTenantsModule;UserRoleByTenantsModule,<empty>,12,UserRoleByTenantsModule,,,0,,ANY
94489280540,LOCAL,,TenantRoleAliasModule,0,src/context/tenant-role-aliases/tenant-role-aliases.module.ts::program:TenantRoleAliasModule;TenantRoleAliasModule,<empty>,13,TenantRoleAliasModule,,,0,,ANY
94489280541,LOCAL,,_tmp_0,8,,<empty>,15,_tmp_0,,,0,,ANY
94489280542,LOCAL,,_tmp_1,11,,<empty>,16,_tmp_1,,,0,,ANY
94489280543,LOCAL,,_tmp_2,15,,<empty>,25,_tmp_2,,,0,,ANY
94489280544,LOCAL,,_tmp_3,13,,<empty>,26,_tmp_3,,,0,,ANY
94489280545,LOCAL,,AppModule,0,,<empty>,15,AppModule,,,0,,src/app.module.ts::program:AppModule
94489280546,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,@nestjs/common:MiddlewareConsumer:apply:<returnValue>
94489280547,LOCAL,src/app.module.ts::program:AppModule:configure:CorrelationIdMiddleware,CorrelationIdMiddleware,,src/shared/middleware/correlation-id/correlation-id.middleware.ts::program:CorrelationIdMiddleware;CorrelationIdMiddleware,<empty>,,CorrelationIdMiddleware,,,0,,ANY
94489280548,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,ANY
94489280549,LOCAL,,_tmp_2,,,<empty>,,_tmp_2,,,0,,ANY
94489280550,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,ANY
94489280551,LOCAL,,Injectable,0,,<empty>,1,Injectable,,,0,,@nestjs/common:Injectable
94489280552,LOCAL,,Logger,0,,<empty>,1,Logger,,,0,,@nestjs/common:Logger
94489280553,LOCAL,,_tmp_0,28,,<empty>,5,_tmp_0,,,0,,@nestjs/common:Logger
94489280554,LOCAL,,_tmp_2,11,,<empty>,9,_tmp_2,,,0,,ANY
94489280555,LOCAL,,AppService,0,,<empty>,3,AppService,,,0,,src/app.service.ts::program:AppService
94489280556,LOCAL,src/app.service.ts::program:AppService:getHello:AppService,AppService,,,<empty>,,AppService,,,0,,src/app.service.ts::program:AppService
94489280557,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,@nestjs/common:Logger
94489280558,LOCAL,,_tmp_0,,,<empty>,,_tmp_0,,,0,,@nestjs/common:Logger
94489280559,LOCAL,,logger,,,<empty>,,logger,,,0,,@nestjs/common:Logger
94489280560,LOCAL,,FindRoleAliasDto,0,,<empty>,1,FindRoleAliasDto,,,0,,src/shared/context/role-aliases/domain/dto/find-role-alias.dto.ts::program:FindRoleAliasDto
94489280561,LOCAL,,Controller,0,,<empty>,2,Controller,,,0,,@nestjs/common:Controller
94489280562,LOCAL,,Get,0,,<empty>,2,Get,,,0,,@nestjs/common:Get
94489280563,LOCAL,,Post,0,,<empty>,2,Post,,,0,,@nestjs/common:Post
94489280564,LOCAL,,Body,0,,<empty>,2,Body,,,0,,@nestjs/common:Body
94489280565,LOCAL,,Patch,0,,<empty>,2,Patch,,,0,,@nestjs/common:Patch
94489280566,LOCAL,,Param,0,,<empty>,2,Param,,,0,,@nestjs/common:Param
94489280567,LOCAL,,Delete,0,,<empty>,2,Delete,,,0,,@nestjs/common:Delete
94489280568,LOCAL,,Logger,0,,<empty>,2,Logger,,,0,,@nestjs/common:Logger
94489280569,LOCAL,,RoleAliasesService,0,,<empty>,3,RoleAliasesService,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280570,LOCAL,,CreateRoleAliasDto,0,,<empty>,4,CreateRoleAliasDto,,,0,,src/shared/context/role-aliases/domain/dto/create-role-alias.dto.ts::program:CreateRoleAliasDto
94489280571,LOCAL,,UpdateRoleAliasDto,0,,<empty>,5,UpdateRoleAliasDto,,,0,,src/shared/context/role-aliases/domain/dto/update-role-alias.dto.ts::program:UpdateRoleAliasDto
94489280572,LOCAL,,ApiTags,0,,<empty>,6,ApiTags,,,0,,@nestjs/swagger:ApiTags
94489280573,LOCAL,,_tmp_0,28,,<empty>,12,_tmp_0,,,0,,@nestjs/common:Logger
94489280574,LOCAL,,newRole,10,,<empty>,18,newRole,,,0,ANY,ANY
94489280575,LOCAL,,foundRoleAlias,10,,<empty>,32,foundRoleAlias,,,0,RoleAlias,__ecma.Array
94489280576,LOCAL,,foundRoleAlias,10,,<empty>,39,foundRoleAlias,,,0,__ecma.Array,__ecma.Array
94489280577,LOCAL,,foundRoleAlias,10,,<empty>,47,foundRoleAlias,,,0,ANY,__ecma.Array
94489280578,LOCAL,,foundRoleAlias,10,,<empty>,55,foundRoleAlias,,,0,ANY,__ecma.Array
94489280579,LOCAL,,RoleAliasesController,0,,<empty>,8,RoleAliasesController,,,0,,src/context/role-aliases/role-aliases.controller.ts::program:RoleAliasesController
94489280580,LOCAL,,_tmp_17,,,<empty>,,_tmp_17,,,0,,@nestjs/common:Logger
94489280581,LOCAL,,_tmp_16,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_16,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280582,LOCAL,,_tmp_15,,,<empty>,,_tmp_15,,,0,,@nestjs/common:Logger
94489280583,LOCAL,,_tmp_14,,,<empty>,,_tmp_14,,,0,,@nestjs/common:Logger
94489280584,LOCAL,,_tmp_13,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_13,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280585,LOCAL,,_tmp_12,,,<empty>,,_tmp_12,,,0,,@nestjs/common:Logger
94489280586,LOCAL,,_tmp_11,,,<empty>,,_tmp_11,,,0,,@nestjs/common:Logger
94489280587,LOCAL,,_tmp_10,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_10,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280588,LOCAL,,_tmp_9,,,<empty>,,_tmp_9,,,0,,@nestjs/common:Logger
94489280589,LOCAL,,_tmp_8,,,<empty>,,_tmp_8,,,0,,@nestjs/common:Logger
94489280590,LOCAL,,_tmp_7,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_7,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280591,LOCAL,,_tmp_6,,,<empty>,,_tmp_6,,,0,,@nestjs/common:Logger
94489280592,LOCAL,,_tmp_5,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_5,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280593,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,@nestjs/common:Logger
94489280594,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,@nestjs/common:Logger
94489280595,LOCAL,,_tmp_2,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;src/shared/context/role-aliases/domain/role-aliases:service:ts::program:RoleAliasesService,<empty>,,_tmp_2,,,0,,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService
94489280596,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,@nestjs/common:Logger
94489280597,LOCAL,,_tmp_0,,,<empty>,,_tmp_0,,,0,,@nestjs/common:Logger
94489280598,LOCAL,,logger,,,<empty>,,logger,,,0,,@nestjs/common:Logger
94489280599,LOCAL,,dbConfig,0,src/shared/dataTypes/PostgreSQLConfig.ts::program:PostgreSQLConfig;PostgreSQLConfig,<empty>,1,dbConfig,,,0,,ANY
94489280600,LOCAL,,TypeOrmModule,0,,<empty>,2,TypeOrmModule,,,0,,@nestjs/typeorm:TypeOrmModule
94489280601,LOCAL,,Module,0,,<empty>,3,Module,,,0,,@nestjs/common:Module
94489280602,LOCAL,,RoleAliasesService,0,src/shared/context/role-aliases/domain/role-aliases.service.ts::program:RoleAliasesService;RoleAliasesService,<empty>,4,RoleAliasesService,,,0,,ANY
94489280603,LOCAL,,RoleAliasesController,0,src/context/role-aliases/role-aliases.controller.ts::program:RoleAliasesController;RoleAliasesController,<empty>,5,RoleAliasesController,,,0,,ANY
94489280604,LOCAL,,RoleAlias,0,,<empty>,6,RoleAlias,,,0,,@avantodev/avanto-db:RoleAlias
94489280605,LOCAL,,Role,0,,<empty>,6,Role,,,0,,@avantodev/avanto-db:Role
94489280606,LOCAL,,Tenant,0,,<empty>,6,Tenant,,,0,,@avantodev/avanto-db:Tenant
94489280607,LOCAL,,TenantRoleAliases,0,,<empty>,6,TenantRoleAliases,,,0,,@avantodev/avanto-db:TenantRoleAliases
94489280608,LOCAL,,TenantRoleAliasesService,0,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;TenantRoleAliasesService,<empty>,7,TenantRoleAliasesService,,,0,,ANY
94489280609,LOCAL,,_tmp_0,8,,<empty>,9,_tmp_0,,,0,,ANY
94489280610,LOCAL,,_tmp_1,11,,<empty>,10,_tmp_1,,,0,,ANY
94489280611,LOCAL,,_tmp_2,37,,<empty>,10,_tmp_2,,,0,,ANY
94489280612,LOCAL,,_tmp_3,15,,<empty>,11,_tmp_3,,,0,,ANY
94489280613,LOCAL,,_tmp_4,13,,<empty>,12,_tmp_4,,,0,,ANY
94489280614,LOCAL,,RoleAliasesModule,0,,<empty>,9,RoleAliasesModule,,,0,,src/context/role-aliases/role-aliases.module.ts::program:RoleAliasesModule
94489280615,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,ANY
94489280616,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,ANY
94489280617,LOCAL,,_tmp_2,,,<empty>,,_tmp_2,,,0,,ANY
94489280618,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,ANY
94489280619,LOCAL,,FindRoleDto,0,,<empty>,1,FindRoleDto,,,0,,src/shared/context/roles/domain/dto/find-role.dto.ts::program:FindRoleDto
94489280620,LOCAL,,Controller,0,,<empty>,2,Controller,,,0,,@nestjs/common:Controller
94489280621,LOCAL,,Get,0,,<empty>,2,Get,,,0,,@nestjs/common:Get
94489280622,LOCAL,,Post,0,,<empty>,2,Post,,,0,,@nestjs/common:Post
94489280623,LOCAL,,Body,0,,<empty>,2,Body,,,0,,@nestjs/common:Body
94489280624,LOCAL,,Patch,0,,<empty>,2,Patch,,,0,,@nestjs/common:Patch
94489280625,LOCAL,,Param,0,,<empty>,2,Param,,,0,,@nestjs/common:Param
94489280626,LOCAL,,Delete,0,,<empty>,2,Delete,,,0,,@nestjs/common:Delete
94489280627,LOCAL,,Logger,0,,<empty>,2,Logger,,,0,,@nestjs/common:Logger
94489280628,LOCAL,,RolesService,0,,<empty>,3,RolesService,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280629,LOCAL,,CreateRoleDto,0,,<empty>,4,CreateRoleDto,,,0,,src/shared/context/roles/domain/dto/create-role.dto.ts::program:CreateRoleDto
94489280630,LOCAL,,UpdateRoleDto,0,,<empty>,5,UpdateRoleDto,,,0,,src/shared/context/roles/domain/dto/update-role.dto.ts::program:UpdateRoleDto
94489280631,LOCAL,,ApiTags,0,,<empty>,6,ApiTags,,,0,,@nestjs/swagger:ApiTags
94489280632,LOCAL,,_tmp_0,28,,<empty>,12,_tmp_0,,,0,,@nestjs/common:Logger
94489280633,LOCAL,,newRole,10,,<empty>,17,newRole,,,0,ANY,ANY
94489280634,LOCAL,,foundRoleType,10,,<empty>,31,foundRoleType,,,0,__ecma.Array,__ecma.Array
94489280635,LOCAL,,foundRole,10,,<empty>,38,foundRole,,,0,ANY,ANY
94489280636,LOCAL,,foundRole,10,,<empty>,46,foundRole,,,0,ANY,ANY
94489280637,LOCAL,,foundRole,10,,<empty>,54,foundRole,,,0,ANY,ANY
94489280638,LOCAL,,RolesController,0,,<empty>,8,RolesController,,,0,,src/context/roles/roles.controller.ts::program:RolesController
94489280639,LOCAL,,_tmp_16,,,<empty>,,_tmp_16,,,0,,@nestjs/common:Logger
94489280640,LOCAL,,_tmp_15,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_15,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280641,LOCAL,,_tmp_14,,,<empty>,,_tmp_14,,,0,,@nestjs/common:Logger
94489280642,LOCAL,,_tmp_13,,,<empty>,,_tmp_13,,,0,,@nestjs/common:Logger
94489280643,LOCAL,,_tmp_12,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_12,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280644,LOCAL,,_tmp_11,,,<empty>,,_tmp_11,,,0,,@nestjs/common:Logger
94489280645,LOCAL,,_tmp_10,,,<empty>,,_tmp_10,,,0,,@nestjs/common:Logger
94489280646,LOCAL,,_tmp_9,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_9,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280647,LOCAL,,_tmp_8,,,<empty>,,_tmp_8,,,0,,@nestjs/common:Logger
94489280648,LOCAL,,_tmp_7,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_7,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280649,LOCAL,,_tmp_6,,,<empty>,,_tmp_6,,,0,,@nestjs/common:Logger
94489280650,LOCAL,,_tmp_5,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_5,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280651,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,@nestjs/common:Logger
94489280652,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,@nestjs/common:Logger
94489280653,LOCAL,,_tmp_2,,src/shared/context/roles/domain/roles.service.ts::program:RolesService;src/shared/context/roles/domain/roles:service:ts::program:RolesService,<empty>,,_tmp_2,,,0,,src/shared/context/roles/domain/roles.service.ts::program:RolesService
94489280654,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,@nestjs/common:Logger
94489280655,LOCAL,,_tmp_0,,,<empty>,,_tmp_0,,,0,,@nestjs/common:Logger
94489280656,LOCAL,,logger,,,<empty>,,logger,,,0,,@nestjs/common:Logger
94489280657,LOCAL,,dbConfig,0,src/shared/dataTypes/PostgreSQLConfig.ts::program:PostgreSQLConfig;PostgreSQLConfig,<empty>,1,dbConfig,,,0,,ANY
94489280658,LOCAL,,Role,0,,<empty>,2,Role,,,0,,@avantodev/avanto-db:Role
94489280659,LOCAL,,User,0,,<empty>,2,User,,,0,,@avantodev/avanto-db:User
94489280660,LOCAL,,TypeOrmModule,0,,<empty>,3,TypeOrmModule,,,0,,@nestjs/typeorm:TypeOrmModule
94489280661,LOCAL,,Module,0,,<empty>,4,Module,,,0,,@nestjs/common:Module
94489280662,LOCAL,,RolesService,0,src/shared/context/roles/domain/roles.service.ts::program:RolesService;RolesService,<empty>,5,RolesService,,,0,,ANY
94489280663,LOCAL,,RolesController,0,src/context/roles/roles.controller.ts::program:RolesController;RolesController,<empty>,6,RolesController,,,0,,ANY
94489280664,LOCAL,,_tmp_0,8,,<empty>,8,_tmp_0,,,0,,ANY
94489280665,LOCAL,,_tmp_1,11,,<empty>,9,_tmp_1,,,0,,ANY
94489280666,LOCAL,,_tmp_2,37,,<empty>,9,_tmp_2,,,0,,ANY
94489280667,LOCAL,,_tmp_3,15,,<empty>,10,_tmp_3,,,0,,ANY
94489280668,LOCAL,,_tmp_4,13,,<empty>,11,_tmp_4,,,0,,ANY
94489280669,LOCAL,,RolesModule,0,,<empty>,8,RolesModule,,,0,,src/context/roles/roles.module.ts::program:RolesModule
94489280670,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,ANY
94489280671,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,ANY
94489280672,LOCAL,,_tmp_2,,,<empty>,,_tmp_2,,,0,,ANY
94489280673,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,ANY
94489280674,LOCAL,,Controller,0,,<empty>,1,Controller,,,0,,@nestjs/common:Controller
94489280675,LOCAL,,Get,0,,<empty>,1,Get,,,0,,@nestjs/common:Get
94489280676,LOCAL,,Post,0,,<empty>,1,Post,,,0,,@nestjs/common:Post
94489280677,LOCAL,,Body,0,,<empty>,1,Body,,,0,,@nestjs/common:Body
94489280678,LOCAL,,Patch,0,,<empty>,1,Patch,,,0,,@nestjs/common:Patch
94489280679,LOCAL,,Param,0,,<empty>,1,Param,,,0,,@nestjs/common:Param
94489280680,LOCAL,,Delete,0,,<empty>,1,Delete,,,0,,@nestjs/common:Delete
94489280681,LOCAL,,Logger,0,,<empty>,1,Logger,,,0,,@nestjs/common:Logger
94489280682,LOCAL,,TenantRoleAliasesService,0,,<empty>,2,TenantRoleAliasesService,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280683,LOCAL,,CreateTenantRoleAliasDto,0,,<empty>,3,CreateTenantRoleAliasDto,,,0,,src/shared/context/tenant-role-aliases/dto/create-tenant-role-aliases.dto.ts::program:CreateTenantRoleAliasDto
94489280684,LOCAL,,UpdateTenantRoleAliasDto,0,,<empty>,4,UpdateTenantRoleAliasDto,,,0,,src/shared/context/tenant-role-aliases/dto/update-tenant-role-alias.dto:UpdateTenantRoleAliasDto
94489280685,LOCAL,,FindTenantRoleAliasDto,0,,<empty>,5,FindTenantRoleAliasDto,,,0,,src/shared/context/tenant-role-aliases/dto/find-tenant-role-alias.dto:FindTenantRoleAliasDto
94489280686,LOCAL,,ApiTags,0,,<empty>,6,ApiTags,,,0,,@nestjs/swagger:ApiTags
94489280687,LOCAL,,AssignTenantRoleAliasDto,0,,<empty>,7,AssignTenantRoleAliasDto,,,0,,src/shared/context/tenant-role-aliases/dto/assign-tenant-role-alias.dto:AssignTenantRoleAliasDto
94489280688,LOCAL,,_tmp_0,28,,<empty>,13,_tmp_0,,,0,,@nestjs/common:Logger
94489280689,LOCAL,,tenantRoleAlias,10,,<empty>,18,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280690,LOCAL,,tenantRoleAlias,10,,<empty>,26,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280691,LOCAL,,tenantRoleAlias,10,,<empty>,33,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280692,LOCAL,,tenantRoleAlias,10,,<empty>,39,tenantRoleAlias,,,0,__ecma.Array,__ecma.Array
94489280693,LOCAL,,tenantRoleAlias,10,,<empty>,46,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280694,LOCAL,,tenantRoleAlias,10,,<empty>,54,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280695,LOCAL,,tenantRoleAlias,10,,<empty>,62,tenantRoleAlias,,,0,ANY,__ecma.Array
94489280696,LOCAL,,TenantRoleAliasesController,0,,<empty>,9,TenantRoleAliasesController,,,0,,src/context/tenant-role-aliases/tenant-role-aliases.controller.ts::program:TenantRoleAliasesController
94489280697,LOCAL,,_tmp_18,,,<empty>,,_tmp_18,,,0,,@nestjs/common:Logger
94489280698,LOCAL,,_tmp_17,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_17,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280699,LOCAL,,_tmp_16,,,<empty>,,_tmp_16,,,0,,@nestjs/common:Logger
94489280700,LOCAL,,_tmp_15,,,<empty>,,_tmp_15,,,0,,@nestjs/common:Logger
94489280701,LOCAL,,_tmp_14,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_14,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280702,LOCAL,,_tmp_13,,,<empty>,,_tmp_13,,,0,,@nestjs/common:Logger
94489280703,LOCAL,,_tmp_12,,,<empty>,,_tmp_12,,,0,,@nestjs/common:Logger
94489280704,LOCAL,,_tmp_11,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_11,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280705,LOCAL,,_tmp_10,,,<empty>,,_tmp_10,,,0,,@nestjs/common:Logger
94489280706,LOCAL,,_tmp_9,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_9,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280707,LOCAL,,_tmp_8,,,<empty>,,_tmp_8,,,0,,@nestjs/common:Logger
94489280708,LOCAL,,_tmp_7,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_7,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280709,LOCAL,,_tmp_6,,,<empty>,,_tmp_6,,,0,,@nestjs/common:Logger
94489280710,LOCAL,,_tmp_5,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_5,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280711,LOCAL,,_tmp_4,,,<empty>,,_tmp_4,,,0,,@nestjs/common:Logger
94489280712,LOCAL,,_tmp_3,,,<empty>,,_tmp_3,,,0,,@nestjs/common:Logger
94489280713,LOCAL,,_tmp_2,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService;src/shared/context/tenant-role-aliases/tenant-role-aliases:service:ts::program:TenantRoleAliasesService,<empty>,,_tmp_2,,,0,,src/shared/context/tenant-role-aliases/tenant-role-aliases.service.ts::program:TenantRoleAliasesService
94489280714,LOCAL,,_tmp_1,,,<empty>,,_tmp_1,,,0,,@nestjs/common:Logger
94489280715,LOCAL,,_tmp_0,,,<empty>,,_tmp_0,,,0,,@nestjs/common:Logger
94489280716,LOCAL,,logger,,,<empty>,,logger,,,0,,@nestjs/common:Logger
94489280717,LOCAL,,dbConfig,0,src/shared/dataTypes/PostgreSQLConfig.ts::program:PostgreSQLConfig;PostgreSQLConfig,<empty>,1,dbConfig,,,0,,ANY
94489280718,LOCAL,,Role,0,,<empty>,2,Role,,,0,,@avantodev/avanto-db:Role
94489280719,LOCAL,,Tenant,0,,<empty>,2,Tenant,,,0,,@avantodev/avanto-db:Tenant
94489280720,LOCAL,,TenantRoleAliases,0,,<empty>,2,TenantRoleAliases,,,0,,@avantodev/avanto-db:TenantRoleAliases
94489280721,LOCAL,,RoleAlias,0,,<empty>,2,RoleAlias,,,0,,@avantodev/avanto-db:RoleAlias
94489280722,LOCAL,,TypeOrmModule,0,,<empty>,3,TypeOrmModule,,,0,,@nestjs/typeorm:TypeOrmModule
